name,type,loc,website,open_time,address,number,reviews,star_rating
The Saint Sandwich Shop,Zoos,"Oakland, CA",https://www.thesaintsandwichsh…,11:00 AM - 3:00 PM,"3016 Macarthur Blvd Oakland, CA 94602",(510) 479-3554,89,5 star rating
Pla Daek,Zoos,"Oakland, CA",https://www.pladaek.com,"11:00 AM - 3:00 PM, 4:30 PM - 8:30 PM","4133 Piedmont Ave Oakland Piedmont, CA 94611",(510) 658-8491,87,4.5 star rating
Cafe Umami,Zoos,"Oakland, CA",http://cafeumami.com,"9:00 AM - 3:00 PM, 5:00 PM - 8:00 PM","2224 MacArthur Blvd Oakland, CA 94602",(510) 646-2394,221,4.5 star rating
Marzano,Zoos,"Oakland, CA",http://marzanorestaurant.com,5:00 PM - 9:30 PM,"4214 Park Blvd Oakland, CA 94602",(510) 479-1448,613,4 star rating
Jamaica Flaves,Zoos,"Oakland, CA",http://www.jamaicaflaves.com,11:00 AM - 9:00 PM,"2353 E 12th St Oakland, CA 94601",(510) 988-2800,2,5 star rating
Lakeshore Cafe,Aquariums,"Oakland, CA",http://www.lakeshorecafeca.com,8:00 AM - 2:00 PM,"3257 Lakeshore Ave Oakland, CA 94610",(510) 832-4374,607,3.5 star rating
Biryani Kabab,Aquariums,"Oakland, CA",http://thebiryanikabab.com,11:00 AM - 9:30 PM,"377 13th St Oakland, CA 94612",(510) 835-3777,370,4 star rating
Wawa Thai Food,Aquariums,"Oakland, CA",https://www.wawathaifood.com,"11:30 AM - 2:30 PM, 4:00 PM - 8:30 PM","3009 Macarthur Blvd Oakland, CA 94602",(510) 853-7942,143,4.5 star rating
Limón,Aquariums,"Oakland, CA",https://www.limonrotisserie.co…,11:00 AM - 9:00 PM,"2450 Valdez St Oakland, CA 94612",(510) 808-7324,172,4.5 star rating
Southern Cafe,Aquariums,"Oakland, CA",http://southerncafe2000.com,11:00 AM - 9:00 PM,"2000 MacArthur Blvd Oakland, CA 94602",(510) 336-2013,584,4 star rating
Paulista Brazilian Kitchen and Taproom,Aquariums,"Oakland, CA",http://www.paulista510.com,8:30 AM - 9:00 PM,"4239 Park Blvd Oakland, CA 94602",(510) 866-2133,282,4 star rating
Bombera,Aquariums,"Oakland, CA",https://www.bomberaoakland.com,4:30 PM - 9:00 PM,"3459 Champion St Oakland, CA 94602",,59,4.5 star rating
The Saint Sandwich Shop,Aquariums,"Oakland, CA",https://www.thesaintsandwichsh…,11:00 AM - 3:00 PM,"3016 Macarthur Blvd Oakland, CA 94602",(510) 479-3554,89,5 star rating
Pla Daek,Aquariums,"Oakland, CA",https://www.pladaek.com,"11:00 AM - 3:00 PM, 4:30 PM - 8:30 PM","4133 Piedmont Ave Oakland Piedmont, CA 94611",(510) 658-8491,87,4.5 star rating
Cafe Umami,Aquariums,"Oakland, CA",http://cafeumami.com,"9:00 AM - 3:00 PM, 5:00 PM - 8:00 PM","2224 MacArthur Blvd Oakland, CA 94602",(510) 646-2394,221,4.5 star rating
Marzano,Aquariums,"Oakland, CA",http://marzanorestaurant.com,5:00 PM - 9:30 PM,"4214 Park Blvd Oakland, CA 94602",(510) 479-1448,613,4 star rating
Jamaica Flaves,Aquariums,"Oakland, CA",http://www.jamaicaflaves.com,11:00 AM - 9:00 PM,"2353 E 12th St Oakland, CA 94601",(510) 988-2800,2,5 star rating
Lakeshore Cafe,Art Galleries,"Oakland, CA",http://www.lakeshorecafeca.com,8:00 AM - 2:00 PM,"3257 Lakeshore Ave Oakland, CA 94610",(510) 832-4374,607,3.5 star rating
Biryani Kabab,Art Galleries,"Oakland, CA",http://thebiryanikabab.com,11:00 AM - 9:30 PM,"377 13th St Oakland, CA 94612",(510) 835-3777,370,4 star rating
Wawa Thai Food,Art Galleries,"Oakland, CA",https://www.wawathaifood.com,"11:30 AM - 2:30 PM, 4:00 PM - 8:30 PM","3009 Macarthur Blvd Oakland, CA 94602",(510) 853-7942,143,4.5 star rating
La Perla,Art Galleries,"Oakland, CA",http://www.findlaperla.com,"12:00 PM - 3:00 PM, 4:00 PM - 7:00 PM","3409 Fruitvale Ave Oakland, CA 94602",(510) 479-3336,223,4.5 star rating
Limón,Art Galleries,"Oakland, CA",https://www.limonrotisserie.co…,11:00 AM - 9:00 PM,"2450 Valdez St Oakland, CA 94612",(510) 808-7324,172,4.5 star rating
Bombera,Art Galleries,"Oakland, CA",https://www.bomberaoakland.com,4:30 PM - 9:00 PM,"3459 Champion St Oakland, CA 94602",,59,4.5 star rating
The Saint Sandwich Shop,Art Galleries,"Oakland, CA",https://www.thesaintsandwichsh…,11:00 AM - 3:00 PM,"3016 Macarthur Blvd Oakland, CA 94602",(510) 479-3554,89,5 star rating
Paulista Brazilian Kitchen and Taproom,Art Galleries,"Oakland, CA",http://www.paulista510.com,8:30 AM - 9:00 PM,"4239 Park Blvd Oakland, CA 94602",(510) 866-2133,282,4 star rating
Southern Cafe,Art Galleries,"Oakland, CA",http://southerncafe2000.com,11:00 AM - 9:00 PM,"2000 MacArthur Blvd Oakland, CA 94602",(510) 336-2013,584,4 star rating
Marzano,Art Galleries,"Oakland, CA",http://marzanorestaurant.com,5:00 PM - 9:30 PM,"4214 Park Blvd Oakland, CA 94602",(510) 479-1448,613,4 star rating
Two Local Girls,Art Galleries,"Oakland, CA",http://www.twolocalgirls.com,8:00 AM - 8:00 PM,"1440 Leimert Blvd Rocky's Market Oakland, CA 94602",(510) 482-2474,59,4.5 star rating
Kitchen Story,Art Galleries,"Oakland, CA",https://www.kitchenstoryca.com,"9:00 AM - 2:30 PM, 5:00 PM - 9:00 PM","5422 College Ave Oakland, CA 94618",(510) 922-9443,588,4 star rating
Amici's East Coast Pizzeria at CloudKitchens Oakland - Alameda,Art Galleries,"Oakland, CA",https://www.amicis.com,11:00 AM - 10:00 PM,"2353 E 12th St Oakland, CA 94601",(628) 201-6596,30,4 star rating
Lakeshore Cafe,Tourist Attractions,"Oakland, CA",http://www.lakeshorecafeca.com,8:00 AM - 2:00 PM,"3257 Lakeshore Ave Oakland, CA 94610",(510) 832-4374,607,3.5 star rating
Biryani Kabab,Tourist Attractions,"Oakland, CA",http://thebiryanikabab.com,11:00 AM - 9:30 PM,"377 13th St Oakland, CA 94612",(510) 835-3777,370,4 star rating
Wawa Thai Food,Tourist Attractions,"Oakland, CA",https://www.wawathaifood.com,"11:30 AM - 2:30 PM, 4:00 PM - 8:30 PM","3009 Macarthur Blvd Oakland, CA 94602",(510) 853-7942,143,4.5 star rating
La Perla,Tourist Attractions,"Oakland, CA",http://www.findlaperla.com,"12:00 PM - 3:00 PM, 4:00 PM - 7:00 PM","3409 Fruitvale Ave Oakland, CA 94602",(510) 479-3336,223,4.5 star rating
Limón,Tourist Attractions,"Oakland, CA",https://www.limonrotisserie.co…,11:00 AM - 9:00 PM,"2450 Valdez St Oakland, CA 94612",(510) 808-7324,172,4.5 star rating
Bombera,Tourist Attractions,"Oakland, CA",https://www.bomberaoakland.com,4:30 PM - 9:00 PM,"3459 Champion St Oakland, CA 94602",,59,4.5 star rating
The Saint Sandwich Shop,Tourist Attractions,"Oakland, CA",https://www.thesaintsandwichsh…,11:00 AM - 3:00 PM,"3016 Macarthur Blvd Oakland, CA 94602",(510) 479-3554,89,5 star rating
Paulista Brazilian Kitchen and Taproom,Tourist Attractions,"Oakland, CA",http://www.paulista510.com,8:30 AM - 9:00 PM,"4239 Park Blvd Oakland, CA 94602",(510) 866-2133,282,4 star rating
Southern Cafe,Tourist Attractions,"Oakland, CA",http://southerncafe2000.com,11:00 AM - 9:00 PM,"2000 MacArthur Blvd Oakland, CA 94602",(510) 336-2013,584,4 star rating
Marzano,Tourist Attractions,"Oakland, CA",http://marzanorestaurant.com,5:00 PM - 9:30 PM,"4214 Park Blvd Oakland, CA 94602",(510) 479-1448,613,4 star rating
Two Local Girls,Tourist Attractions,"Oakland, CA",http://www.twolocalgirls.com,8:00 AM - 8:00 PM,"1440 Leimert Blvd Rocky's Market Oakland, CA 94602",(510) 482-2474,59,4.5 star rating
Kitchen Story,Tourist Attractions,"Oakland, CA",https://www.kitchenstoryca.com,"9:00 AM - 2:30 PM, 5:00 PM - 9:00 PM","5422 College Ave Oakland, CA 94618",(510) 922-9443,588,4 star rating
Amici's East Coast Pizzeria at CloudKitchens Oakland - Alameda,Tourist Attractions,"Oakland, CA",https://www.amicis.com,11:00 AM - 10:00 PM,"2353 E 12th St Oakland, CA 94601",(628) 201-6596,30,4 star rating
Humbowl,Restaurants,"Berkeley, CA",http://humbowleats.com,,"2975 College Ave Berkeley, CA 94705",(510) 984-3970,,3.5 star rating
KFC,Restaurants,"Berkeley, CA",https://www.kfc.com,10:00 AM - 11:00 PM,"6035 Telegraph Rd Oakland, CA 94609",(510) 658-8828,51,2 star rating
Kiraku,Restaurants,"Berkeley, CA",http://www.kirakuberkeley.com,5:30 PM - 9:00 PM,"2566B Telegraph Ave Berkeley, CA 94704",(510) 848-2758,1233,4.5 star rating
Eureka!,Restaurants,"Berkeley, CA",http://eurekarestaurantgroup.c…,11:00 AM - 12:00 AM (Next day),"2068 Center St Berkeley, CA 94704",(510) 295-0561,1863,4 star rating
Gather,Restaurants,"Berkeley, CA",http://www.gatherrestaurant.co…,4:00 PM - 8:00 PM,"2200 Oxford St Berkeley, CA 94704",(510) 809-0400,2289,4 star rating
Berkeley Social Club,Restaurants,"Berkeley, CA",http://www.berkeley-socialclub…,"9:00 AM - 2:30 PM, 5:00 PM - 9:00 PM","2050 University Ave Berkeley, CA 94704",(510) 900-5858,1570,4 star rating
Townhouse,Restaurants,"Berkeley, CA",https://www.townhouseemeryvill…,4:00 PM - 9:00 PM,"5862 Doyle St Emeryville, CA 94608",(510) 652-6151,1267,4 star rating
Imm Thai Street Food,Restaurants,"Berkeley, CA",http://www.immthaistreetfood.c…,11:00 AM - 9:30 PM,"2068 University Ave Berkeley, CA 94704",(510) 898-1123,1446,4 star rating
Lulu Berkeley,Restaurants,"Berkeley, CA",https://www.luluberkeley.com,"8:30 AM - 11:00 AM, 11:30 AM - 2:30 PM","1019 Camelia St Berkeley, CA 94710",(510) 529-4300,61,4.5 star rating
Angeline's Louisiana Kitchen,Restaurants,"Berkeley, CA",http://www.angelineskitchen.co…,11:30 AM - 9:00 PM,"2261 Shattuck Ave Berkeley, CA 94704",(510) 548-6900,4470,4 star rating
Wood Tavern,Restaurants,"Berkeley, CA",http://woodtavern.net/,11:30 AM - 9:00 PM,"6317 College Ave Oakland, CA 94618",(510) 654-6607,2034,4.5 star rating
La Note,Restaurants,"Berkeley, CA",http://www.lanoterestaurant.co…,8:00 AM - 2:00 PM,"2377 Shattuck Ave Berkeley, CA 94704",(510) 843-1525,3819,4 star rating
Tasty Express,Restaurants,"Berkeley, CA",,11:00 AM - 8:30 PM,"2116 Shattuck Ave Berkeley, CA 94704",(510) 647-8098,6,4.5 star rating
Humbowl,Parks,"Berkeley, CA",http://humbowleats.com,,"2975 College Ave Berkeley, CA 94705",(510) 984-3970,,4 star rating
Amici's East Coast Pizzeria at CloudKitchens - North Oakland,Parks,"Berkeley, CA",http://www.amicis.com,11:00 AM - 10:00 PM,"5333 Adeline St. Oakland, CA 94608",(510) 775-1535,13,4.5 star rating
Tigerlily Berkeley,Parks,"Berkeley, CA",https://www.tigerlily-berkeley…,4:30 PM - 8:30 PM,"1513 Shattuck Ave Berkeley, CA 94709",(510) 540-7900,648,4 star rating
Lulu Berkeley,Parks,"Berkeley, CA",https://www.luluberkeley.com,"8:30 AM - 11:00 AM, 11:30 AM - 2:30 PM","1019 Camelia St Berkeley, CA 94710",(510) 529-4300,61,4.5 star rating
Bowl'd Korean Rice Bar,Parks,"Berkeley, CA",http://www.bowldbbq.com,11:00 AM - 10:00 PM,"1479 Solano Ave Albany, CA 94706",(510) 526-6223,1222,4 star rating
Mad Seoul,Parks,"Berkeley, CA",http://www.madseoul.co,11:00 AM - 8:00 PM,"1801 Shattuck Ave Ste C Berkeley, CA 94709",(510) 705-1547,161,4.5 star rating
Mainichi Sushi,Parks,"Berkeley, CA",http://mainichisushi.com,"11:30 AM - 2:30 PM, 4:30 PM - 9:00 PM","1647 Solano Ave Berkeley, CA 94707",(510) 280-5037,35,4.5 star rating
Picnic,Parks,"Berkeley, CA",https://www.picnicrotisserie.c…,11:00 AM - 6:00 PM,"862 San Pablo Ave Albany, CA 94706",(510) 570-2974,20,4.5 star rating
Ijo Izakaya,Parks,"Berkeley, CA",https://www.ijoizakaya.com,"11:30 AM - 2:30 PM, 5:00 PM - 9:30 PM","1463 Shattuck Ave Berkeley, CA 94709",(510) 679-5200,118,4 star rating
Wojia Hunan Cuisine,Parks,"Berkeley, CA",https://wojiahunancuisine.com,11:00 AM - 9:00 PM,"917 San Pablo Ave Albany, CA 94706",(510) 526-9088,400,4.5 star rating
Grégoire,Parks,"Berkeley, CA",http://www.gregoirerestaurant.…,11:30 AM - 7:00 PM,"2109 Cedar St Berkeley, CA 94709",(510) 883-1893,2340,4 star rating
Yunnan Style Rice Noodle,Parks,"Berkeley, CA",,11:00 AM - 9:30 PM,"10675 San Pablo Ave El Cerrito, CA 94530",(510) 280-5412,77,4.5 star rating
Cafe Raj,Parks,"Berkeley, CA",http://caferajonline.com,11:30 AM - 11:00 PM,"1158 Solano Ave Albany, CA 94706",(510) 524-5667,557,4 star rating
Humbowl,Bars,"Berkeley, CA",http://humbowleats.com,,"2975 College Ave Berkeley, CA 94705",(510) 984-3970,,4 star rating
Amici's East Coast Pizzeria at CloudKitchens - North Oakland,Bars,"Berkeley, CA",http://www.amicis.com,11:00 AM - 10:00 PM,"5333 Adeline St. Oakland, CA 94608",(510) 775-1535,13,4.5 star rating
Tigerlily Berkeley,Bars,"Berkeley, CA",https://www.tigerlily-berkeley…,4:30 PM - 8:30 PM,"1513 Shattuck Ave Berkeley, CA 94709",(510) 540-7900,648,4 star rating
Lulu Berkeley,Bars,"Berkeley, CA",https://www.luluberkeley.com,"8:30 AM - 11:00 AM, 11:30 AM - 2:30 PM","1019 Camelia St Berkeley, CA 94710",(510) 529-4300,61,4.5 star rating
Bowl'd Korean Rice Bar,Bars,"Berkeley, CA",http://www.bowldbbq.com,11:00 AM - 10:00 PM,"1479 Solano Ave Albany, CA 94706",(510) 526-6223,1222,4 star rating
Mad Seoul,Bars,"Berkeley, CA",http://www.madseoul.co,11:00 AM - 8:00 PM,"1801 Shattuck Ave Ste C Berkeley, CA 94709",(510) 705-1547,161,4.5 star rating
Mainichi Sushi,Bars,"Berkeley, CA",http://mainichisushi.com,"11:30 AM - 2:30 PM, 4:30 PM - 9:00 PM","1647 Solano Ave Berkeley, CA 94707",(510) 280-5037,35,4.5 star rating
Picnic,Bars,"Berkeley, CA",https://www.picni    crotisserie.c…,11:00 AM - 6:00 PM,"862 San Pablo Ave Albany, CA 94706",(510) 570-2974,20,4.5 star rating
Ijo Izakaya,Bars,"Berkeley, CA",https://www.ijoizakaya.com,"11:30 AM - 2:30 PM, 5:00 PM - 9:30 PM","1463 Shattuck Ave Berkeley, CA 94709",(510) 679-5200,118,4 star rating
Wojia Hunan Cuisine,Bars,"Berkeley, CA",https://wojiahunancuisine.com,11:00 AM - 9:00 PM,"917 San Pablo Ave Albany, CA 94706",(510) 526-9088,400,4.5 star rating
Grégoire,Bars,"Berkeley, CA",http://www.gregoirerestaurant.…,11:30 AM - 7:00 PM,"2109 Cedar St Berkeley, CA 94709",(510) 883-1893,2340,4 star rating
Yunnan Style Rice Noodle,Bars,"Berkeley, CA",,11:00 AM - 9:30 PM,"10675 San Pablo Ave El Cerrito, CA 94530",(510) 280-5412,77,4.5 star rating
KFC,Bars,"Berkeley, CA",https://www.kfc.com,10:00 AM - 11:00 PM,"6035 Telegraph Rd Oakland, CA 94609",(510) 658-8828,51,2 star rating
Humbowl,Restaurants,"Berkeley, CA",http://humbowleats.com,,"2975 College Ave Berkeley, CA 94705",(510) 984-3970,,3.5 star rating
Amici's East Coast Pizzeria at CloudKitchens - North Oakland,Restaurants,"Berkeley, CA",http://www.amicis.com,11:00 AM - 10:00 PM,"5333 Adeline St. Oakland, CA 94608",(510) 775-1535,13,4.5 star rating
Kiraku,Restaurants,"Berkeley, CA",http://www.kirakuberkeley.com,5:30 PM - 9:00 PM,"2566B Telegraph Ave Berkeley, CA 94704",(510) 848-2758,1233,4.5 star rating
Eureka!,Restaurants,"Berkeley, CA",http://eurekarestaurantgroup.c…,11:00 AM - 12:00 AM (Next day),"2068 Center St Berkeley, CA 94704",(510) 295-0561,1863,4 star rating
Gather,Restaurants,"Berkeley, CA",http://www.gatherrestaurant.co…,4:00 PM - 8:00 PM,"2200 Oxford St Berkeley, CA 94704",(510) 809-0400,2290,4 star rating
Townhouse,Restaurants,"Berkeley, CA",https://www.townhouseemeryvill…,4:00 PM - 9:00 PM,"5862 Doyle St Emeryville, CA 94608",(510) 652-6151,1267,4 star rating
Angeline's Louisiana Kitchen,Restaurants,"Berkeley, CA",http://www.angelineskitchen.co…,11:30 AM - 9:00 PM,"2261 Shattuck Ave Berkeley, CA 94704",(510) 548-6900,4470,4 star rating
Wood Tavern,Restaurants,"Berkeley, CA",http://woodtavern.net/,11:30 AM - 9:00 PM,"6317 College Ave Oakland, CA 94618",(510) 654-6607,2034,4.5 star rating
La Note,Restaurants,"Berkeley, CA",http://www.lanoterestaurant.co…,8:00 AM - 2:00 PM,"2377 Shattuck Ave Berkeley, CA 94704",(510) 843-1525,3819,4 star rating
Imm Thai Street Food,Restaurants,"Berkeley, CA",http://www.immthaistreetfood.c…,11:00 AM - 9:30 PM,"2068 University Ave Berkeley, CA 94704",(510) 898-1123,1446,4 star rating
Mad Seoul,Restaurants,"Berkeley, CA",http://www.madseoul.co,11:00 AM - 8:00 PM,"1801 Shattuck Ave Ste C Berkeley, CA 94709",(510) 705-1547,161,4.5 star rating
Marica,Restaurants,"Berkeley, CA",https://www.maricaoakland.com,4:00 PM - 9:00 PM,"5301 College Ave Oakland, CA 94618",(510) 985-8388,2249,4.5 star rating
Sukho Thai,Restaurants,"Berkeley, CA",http://www.sukhothaieastbay.co…,4:30 PM - 9:00 PM,"5498 College Ave Oakland, CA 94618",(510) 420-8600,238,4 star rating
Humbowl,Parks,"Berkeley, CA",http://humbowleats.com,,"2975 College Ave Berkeley, CA 94705",(510) 984-3970,,4 star rating
Khana Peena,Parks,"Berkeley, CA",http://www.khanapeenasolano.co…,11:00 AM - 9:00 PM,"1889 Solano Ave Berkeley, CA 94707",(510) 529-4519,12,4.5 star rating
Tigerlily Berkeley,Parks,"Berkeley, CA",https://www.tigerlily-berkeley…,4:30 PM - 8:30 PM,"1513 Shattuck Ave Berkeley, CA 94709",(510) 540-7900,648,4 star rating
Mad Seoul,Parks,"Berkeley, CA",http://www.madseoul.co,11:00 AM - 8:00 PM,"1801 Shattuck Ave Ste C Berkeley, CA 94709",(510) 705-1547,161,4.5 star rating
Bowl'd Korean Rice Bar,Parks,"Berkeley, CA",http://www.bowldbbq.com,11:00 AM - 10:00 PM,"1479 Solano Ave Albany, CA 94706",(510) 526-6223,1222,4 star rating
Picnic,Parks,"Berkeley, CA",https://www.picnicrotisserie.c…,11:00 AM - 6:00 PM,"862 San Pablo Ave Albany, CA 94706",(510) 570-2974,20,4.5 star rating
Wojia Hunan Cuisine,Parks,"Berkeley, CA",https://wojiahunancuisine.com,11:00 AM - 9:00 PM,"917 San Pablo Ave Albany, CA 94706",(510) 526-9088,400,4.5 star rating
Grégoire,Parks,"Berkeley, CA",http://www.gregoirerestaurant.…,11:30 AM - 7:00 PM,"2109 Cedar St Berkeley, CA 94709",(510) 883-1893,2340,4 star rating
Yunnan Style Rice Noodle,Parks,"Berkeley, CA",,11:00 AM - 9:30 PM,"10675 San Pablo Ave El Cerrito, CA 94530",(510) 280-5412,77,4.5 star rating
Daryoush Persian Cuisine,Parks,"Berkeley, CA",http://www.daryoush.com,11:30 AM - 10:00 PM,"2144 Center St Berkeley, CA 94704",(510) 629-2144,213,4.5 star rating
Flavia,Parks,"Berkeley, CA",http://www.flaviaosteria.com,11:30 AM - 3:00 AM (Next day),"1511 Shattuck Ave Berkeley, CA 94709",(510) 629-2030,76,4 star rating
Lizzy’s Cajun Cafe,Parks,"Berkeley, CA",https://lizzyscajuncafe.net,11:00 AM - 6:00 PM,"902 Masonic Ave Albany, CA 94706",(510) 525-0400,28,4.5 star rating
Amici's East Coast Pizzeria at CloudKitchens - North Oakland,Parks,"Berkeley, CA",http://www.amicis.com,11:00 AM - 10:00 PM,"5333 Adeline St. Oakland, CA 94608",(510) 775-1535,13,4.5 star rating
Humbowl,Bars,"Berkeley, CA",http://humbowleats.com,,"2975 College Ave Berkeley, CA 94705",(510) 984-3970,,4 star rating
Khana Peena,Bars,"Berkeley, CA",http://www.khanapeenasolano.co…,11:00 AM - 9:00 PM,"1889 Solano Ave Berkeley, CA 94707",(510) 529-4519,12,4.5 star rating
Tigerlily Berkeley,Bars,"Berkeley, CA",https://www.tigerlily-berkeley…,4:30 PM - 8:30 PM,"1513 Shattuck Ave Berkeley, CA 94709",(510) 540-7900,648,4 star rating
Mad Seoul,Bars,"Berkeley, CA",http://www.madseoul.co,11:00 AM - 8:00 PM,"1801 Shattuck Ave Ste C Berkeley, CA 94709",(510) 705-1547,161,4.5 star rating
Bowl'd Korean Rice Bar,Bars,"Berkeley, CA",http://www.bowldbbq.com,11:00 AM - 10:00 PM,"1479 Solano Ave Albany, CA 94706",(510) 526-6223,1222,4 star rating
Picnic,Bars,"Berkeley, CA",https://www.picnicrotisserie.c…,11:00 AM - 6:00 PM,"862 San Pablo Ave Albany, CA 94706",(510) 570-2974,20,4.5 star rating
Wojia Hunan Cuisine,Bars,"Berkeley, CA",https://wojiahunancuisine.com,11:00 AM - 9:00 PM,"917 San Pablo Ave Albany, CA 94706",(510) 526-9088,400,4.5 star rating
Grégoire,Bars,"Berkeley, CA",http://www.gregoirerestaurant.…,11:30 AM - 7:00 PM,"2109 Cedar St Berkeley, CA 94709",(510) 883-1893,2340,4 star rating
Yunnan Style Rice Noodle,Bars,"Berkeley, CA",,11:00 AM - 9:30 PM,"10675 San Pablo Ave El Cerrito, CA 94530",(510) 280-5412,77,4.5 star rating
Daryoush Persian Cuisine,Bars,"Berkeley, CA",http://www.daryoush.com,11:30 AM - 10:00 PM,"2144 Center St Berkeley, CA 94704",(510) 629-2144,213,4.5 star rating
Flavia,Bars,"Berkeley, CA",http://www.flaviaosteria.com,11:30 AM - 3:00 AM (Next day),"1511 Shattuck Ave Berkeley, CA 94709",(510) 629-2030,76,4 star rating
Lizzy’s Cajun Cafe,Bars,"Berkeley, CA",https://lizzyscajuncafe.net,11:00 AM - 6:00 PM,"902 Masonic Ave Albany, CA 94706",(510) 525-0400,28,4.5 star rating
Amici's East Coast Pizzeria at CloudKitchens - North Oakland,Bars,"Berkeley, CA",http://www.amicis.com,11:00 AM - 10:00 PM,"5333 Adeline St. Oakland, CA 94608",(510) 775-1535,13,4.5 star rating
Humbowl,Karaoke,"Berkeley, CA",http://humbowleats.com,,"2975 College Ave Berkeley, CA 94705",(510) 984-3970,,3.5 star rating
Cafe Raj,Karaoke,"Berkeley, CA",http://caferajonline.com,11:30 AM - 11:00 PM,"1158 Solano Ave Albany, CA 94706",(510) 524-5667,557,4 star rating
Tigerlily Berkeley,Karaoke,"Berkeley, CA",https://www.tigerlily-berkeley…,4:30 PM - 8:30 PM,"1513 Shattuck Ave Berkeley, CA 94709",(510) 540-7900,648,4 star rating
Mad Seoul,Karaoke,"Berkeley, CA",http://www.madseoul.co,11:00 AM - 8:00 PM,"1801 Shattuck Ave Ste C Berkeley, CA 94709",(510) 705-1547,161,4.5 star rating
Bowl'd Korean Rice Bar,Karaoke,"Berkeley, CA",http://www.bowldbbq.com,11:00 AM - 10:00 PM,"1479 Solano Ave Albany, CA 94706",(510) 526-6223,1222,4 star rating
Picnic,Karaoke,"Berkeley, CA",https://www.picnicrotisserie.c…,11:00 AM - 6:00 PM,"862 San Pablo Ave Albany, CA 94706",(510) 570-2974,20,4.5 star rating
Wojia Hunan Cuisine,Karaoke,"Berkeley, CA",https://wojiahunancuisine.com,11:00 AM - 9:00 PM,"917 San Pablo Ave Albany, CA 94706",(510) 526-9088,400,4.5 star rating
Grégoire,Karaoke,"Berkeley, CA",http://www.gregoirerestaurant.…,11:30 AM - 7:00 PM,"2109 Cedar St Berkeley, CA 94709",(510) 883-1893,2340,4 star rating
Yunnan Style Rice Noodle,Karaoke,"Berkeley, CA",,11:00 AM - 9:30 PM,"10675 San Pablo Ave El Cerrito, CA 94530",(510) 280-5412,77,4.5 star rating
Daryoush Persian Cuisine,Karaoke,"Berkeley, CA",http://www.daryoush.com,11:30 AM - 10:00 PM,"2144 Center St Berkeley, CA 94704",(510) 629-2144,213,4.5 star rating
Flavia,Karaoke,"Berkeley, CA",http://www.flaviaosteria.com,11:30 AM - 3:00 AM (Next day),"1511 Shattuck Ave Berkeley, CA 94709",(510) 629-2030,76,4 star rating
Lizzy’s Cajun Cafe,Karaoke,"Berkeley, CA",https://lizzyscajuncafe.net,11:00 AM - 6:00 PM,"902 Masonic Ave Albany, CA 94706",(510) 525-0400,28,4.5 star rating
Amici's East Coast Pizzeria at CloudKitchens - North Oakland,Karaoke,"Berkeley, CA",http://www.amicis.com,11:00 AM - 10:00 PM,"5333 Adeline St. Oakland, CA 94608",(510) 775-1535,13,4.5 star rating
Humbowl,Malls,"Berkeley, CA",http://humbowleats.com,,"2975 College Ave Berkeley, CA 94705",(510) 984-3970,,3.5 star rating
Khana Peena,Malls,"Berkeley, CA",http://www.khanapeenasolano.co…,11:00 AM - 9:00 PM,"1889 Solano Ave Berkeley, CA 94707",(510) 529-4519,12,4.5 star rating
Mad Seoul,Malls,"Berkeley, CA",http://www.madseoul.co,11:00 AM - 8:00 PM,"1801 Shattuck Ave Ste C Berkeley, CA 94709",(510) 705-1547,161,4.5 star rating
Tigerlily Berkeley,Malls,"Berkeley, CA",https://www.tigerlily-berkeley…,4:30 PM - 8:30 PM,"1513 Shattuck Ave Berkeley, CA 94709",(510) 540-7900,648,4 star rating
Bowl'd Korean Rice Bar,Malls,"Berkeley, CA",http://www.bowldbbq.com,11:00 AM - 10:00 PM,"1479 Solano Ave Albany, CA 94706",(510) 526-6223,1222,4 star rating
Picnic,Malls,"Berkeley, CA",https://www.picnicrotisserie.c…,11:00 AM - 6:00 PM,"862 San Pablo Ave Albany, CA 94706",(510) 570-2974,20,4.5 star rating
Wojia Hunan Cuisine,Malls,"Berkeley, CA",https://wojiahunancuisine.com,11:00 AM - 9:00 PM,"917 San Pablo Ave Albany, CA 94706",(510) 526-9088,400,4.5 star rating
Grégoire,Malls,"Berkeley, CA",http://www.gregoirerestaurant.…,11:30 AM - 7:00 PM,"2109 Cedar St Berkeley, CA 94709",(510) 883-1893,2340,4 star rating
Yunnan Style Rice Noodle,Malls,"Berkeley, CA",,11:00 AM - 9:30 PM,"10675 San Pablo Ave El Cerrito, CA 94530",(510) 280-5412,77,4.5 star rating
Flavia,Malls,"Berkeley, CA",http://www.flaviaosteria.com,11:30 AM - 3:00 AM (Next day),"1511 Shattuck Ave Berkeley, CA 94709",(510) 629-2030,76,4 star rating
Lizzy’s Cajun Cafe,Malls,"Berkeley, CA",https://lizzyscajuncafe.net,11:00 AM - 6:00 PM,"902 Masonic Ave Albany, CA 94706",(510) 525-0400,28,4.5 star rating
KoStop,Malls,"Berkeley, CA",,11:30 AM - 8:00 PM,"2431 Durant Ave Ste A Berkeley, CA 94704",,18,4.5 star rating
Cafe Raj,Malls,"Berkeley, CA",http://caferajonline.com,11:30 AM - 11:00 PM,"1158 Solano Ave Albany, CA 94706",(510) 524-5667,557,4 star rating
